ReviewTitle,ReviewBody,ReviewStar,Product,Price,Brand,Model
"Earbuds.
","Earbuds not received.pl look into the matter.
",2,JBL T205BT,1799.0,JBL,T205BT
"Product is OK
","Sound quality is excellent.Bass is medium.Easy of use.May not suitable for some ears.So try it before buying.Battery backup averageIf you are bass lover it's not for you.If you are real music lover its just for you.I Got it for 1800â?¹. check frequently for lighting deal.
",4,JBL T205BT,1799.0,JBL,T205BT
"Awesome sound and bass
","It was jbl there is no complaints
",5,JBL T205BT,1799.0,JBL,T205BT
"It stopped working all of sudden
","I purchased the product on march 26 and it was working properly till april 29th but all of a sudden in spite of  full charge its not switching ON anymore and i have no clue what to do now ,complete waste of money.
",1,JBL T205BT,1799.0,JBL,T205BT
"Bluetooth stopped working
","It was not working after using one hour.Battery remained 10% and after that same was not working I plucked it on charger.And m unable to open the same.I wonderU have charged 2 thousand from meAnd you gave me such 10 rs quality product
",1,JBL T205BT,1799.0,JBL,T205BT
"Product seems not original and also vary from the pics or images....
","It seems be it's not original products... Product is totally vary from the pics and images, as have seen lots of reviews and images that people got original one only.... Its might fake product sold out to me. Even the product wasn't fit in to its inner packaging.
",1,JBL T205BT,1799.0,JBL,T205BT
"Very nice product must buy
","Very good sound quality , decent battery life and good noise cancellation
",5,JBL T205BT,1799.0,JBL,T205BT
"Battery backup issue
","Total waste investment.. having battery backup of 4-5 hours only.. not a solid bass as per JBL brand name. Not at all good for money in 2k.
",1,JBL T205BT,1799.0,JBL,T205BT
"Good battery backup & sound quality but sometimes connectivity has a problem
","Overall 4 star, battery back up is good but sometimes connectivity had a problem ...
",4,JBL T205BT,1799.0,JBL,T205BT
"Unhappy
","Over all this device is getting disconnected to my iphone for every 5mins even if iam using it fir call.No service center availability in Tier-2 cities
",2,JBL T205BT,1799.0,JBL,T205BT
"Call quality is poor
","Too much noise at the other end when using this headset for making calls. Microphone capturing lot of external noise and very low quality.
",1,JBL T205BT,1799.0,JBL,T205BT
"good product
","good product
",5,JBL T205BT,1799.0,JBL,T205BT
"It's not worth to spend money
","Battery life is less
",2,JBL T205BT,1799.0,JBL,T205BT
"Worthy
","Everything is fine
",5,JBL T205BT,1799.0,JBL,T205BT
"Happy
","Sound quality supper
",5,JBL T205BT,1799.0,JBL,T205BT
"Item fake
","Nit recommended fake products
",1,JBL T205BT,1799.0,JBL,T205BT
"Utter useless. Don't buy!
","Worst headphones ever
",1,JBL T205BT,1799.0,JBL,T205BT
"best product
","its really a mice item to buy. budget friendly.please activate the warranty by today
",5,JBL T205BT,1799.0,JBL,T205BT
"AptX not supported
","Slow connectivity , sound delay
",1,JBL T205BT,1799.0,JBL,T205BT
"Nice product
","Awesome product . Worth buying
",5,JBL T205BT,1799.0,JBL,T205BT
".
","Sound spreading outside when volume  is full
",3,JBL T205BT,1799.0,JBL,T205BT
"Battery life
","Battery life
",5,JBL T205BT,1799.0,JBL,T205BT
"Big No
","good sound but material quality is feeble.
",2,JBL T205BT,1799.0,JBL,T205BT
"Good purchase
","Really a nice one. Battery life is around 6hrs
",5,JBL T205BT,1799.0,JBL,T205BT
"Faulty product
","Received faulty product. Left earpiece doesnâ??t work. Mic picks only half the sound. Total let down,
",1,JBL T205BT,1799.0,JBL,T205BT
"Cheap Buy
","Got it for 1800 not bad at this price range
",4,JBL T205BT,1799.0,JBL,T205BT
"Careful! It is not Vaccum Bullet Earbud!
","Sound Quality is average. Because it's not vaccum in-ear, it is unable to cancell the outside noise. And they are not even taking the product back. So be Very Careful.
",2,JBL T205BT,1799.0,JBL,T205BT
"This product is good and bass is too good.
","There is no noise cancellation.
",4,JBL T205BT,1799.0,JBL,T205BT
"Sound quality is not as expcected from JBL.
","Sound quality is not as expcected from JBL.
",3,JBL T205BT,1799.0,JBL,T205BT
"Sound quality is good. Build quality is poor
","Sound quality is good. Not comfortable in ears easily dropped. Ear bud is poor.
",3,JBL T205BT,1799.0,JBL,T205BT
"Good enough
","Satisfactory
",4,JBL T205BT,1799.0,JBL,T205BT
"Good quality
","Sound quality is really good. Very much satisfied and happy to buy that.
",5,JBL T205BT,1799.0,JBL,T205BT
"Ok ok
","Not proper fit in ear
",3,JBL T205BT,1799.0,JBL,T205BT
"Worst service and worst product
","Product is good but only thing is jbl serviceMine  after 20days battery is not charging and went to jbl service centre in Hyderabad branch they took more than one month to replace my product.And very worst service they have no response,even they won't lift calls also
",1,JBL T205BT,1799.0,JBL,T205BT
"Poor sound quality
","Bad sound quality
",1,JBL T205BT,1799.0,JBL,T205BT
"Not worthy
","I brought this product and with 7 days it started to produce static noise while paying music.The noise cancellation is very poor too.The brand name of JBL mislead me into buying expensive piece of shit.Now I am struggling to avail warranty.
",2,JBL T205BT,1799.0,JBL,T205BT
"all over good product
","sound quality is not so goodwire length is to be 2-3 inch morebattery backup is good
",5,JBL T205BT,1799.0,JBL,T205BT
"nice
","nice
",5,JBL T205BT,1799.0,JBL,T205BT
"Sheer waste of money
","Useless earphone purchased it last month and with in 30 days of usage right speaker stopped working and absence of noise cancellation makes sound more horrible. Sheer wastage of money..
",1,JBL T205BT,1799.0,JBL,T205BT
"Good sound quality
","For a bluetooth device it has good bass quality.But noice cancellation is poor since its not in ear stlye.
",5,JBL T205BT,1799.0,JBL,T205BT
"Disappointed me
","Sound quality is good but not very good
",3,JBL T205BT,1799.0,JBL,T205BT
"Nice
","Nice
",5,JBL T205BT,1799.0,JBL,T205BT
"Awesome one from JBL
","I am not a in ear earphone phone so had bought it for myself.The sound is damn good.And the battery backup is too good.
",5,JBL T205BT,1799.0,JBL,T205BT
"Good
","Great to be used while traveling
",5,JBL T205BT,1799.0,JBL,T205BT
"Good
","Good
",5,JBL T205BT,1799.0,JBL,T205BT
"Review
","Dont buy it this one...  sound quality is not a sgood as expected
",1,JBL T205BT,1799.0,JBL,T205BT
"Worth it
","You dont realize how much you need wireless earphones unless you have them. Its not necessary but once used going back to wired may seem stupid.......the build and quality are nice ....noise cancellation is not great but its okay......range is not great but fine if you are using in the same room
",4,JBL T205BT,1799.0,JBL,T205BT
"Good product
","Difficult to use this product when you are riding the bike, else the product is good in terms of quality
",4,JBL T205BT,1799.0,JBL,T205BT
"NOT COMFORTABLE
","they are not comfortable ear start paining after 15 20 minsAND SOUND QUALITY IS TATTI BC â?¹ï¸ ACHE REVIEWS SE FAS MAT JANA...MAT LO â? ï¸â? ï¸â? ï¸â? ï¸
",1,JBL T205BT,1799.0,JBL,T205BT
"Good base,worst connectivity and battery life.
","One of the worst in so far I've used. Disconnects automatically. To connect it back I've to off and on sometimes. Totally disappointed.base is just enough. Battery life isn't that great to 3.5-4hrs on max usage. Can't use it for commute purposes. Maybe just gym or jogging. Little heavy on the weight side. So they'll drop pretty easily. Need to take care of that too. Totally dissatisfied. Returned the product. ð??ð?»
",1,JBL T205BT,1799.0,JBL,T205BT
"Satisfied
","Good built quality
",4,JBL T205BT,1799.0,JBL,T205BT
"Good
","Good
",3,JBL T205BT,1799.0,JBL,T205BT
"Geart
","Amazing product . Price on Amazon with offer is good. Battery life 6hr is not very well for me I listings songs every time .
",5,JBL T205BT,1799.0,JBL,T205BT
"Dont go for it...
","Thougt it might gud, but after using it, thee sound quality, build quality everything is just unsatisfactory
",1,JBL T205BT,1799.0,JBL,T205BT
"Very good pair of in-ear bluetooth earphones with Apple like eartips
","Ordered these because of the Apple earpod like eartips, which I prefer to the normal in-ear earphones with rubber tips. They fit really well in my ears. Very comfortable to carry them around the neck. Sound quality is very good...not too high bass, but not too low as well. They are very soothing to the ears. Noise cancellation is not that good...but I'm not that bothered about that.
",5,JBL T205BT,1799.0,JBL,T205BT
"Very good
","Good
",5,JBL T205BT,1799.0,JBL,T205BT
"Just About Perfect  !
","the most important is the sound quality which i think is one of the best . but one of the things which i did not like was how it is fitted in ear. it always pain me after some time and it again removes which makes less optimize to but but if you are lover of music i think you should go for it
",5,JBL T205BT,1799.0,JBL,T205BT
"gigantic earbuds..made for elf not human
","earbuds are very big causing pain in ears..
",1,JBL T205BT,1799.0,JBL,T205BT
"Low volume
","Volume level is too low compared to skullcandy earbuds
",4,JBL T205BT,1799.0,JBL,T205BT
"Not good
","Bluetooth range not good
",1,JBL T205BT,1799.0,JBL,T205BT
"Thanks for supporting
","I like JBL but not proper sound in work than any one this product is not proper work and he is a return from this product...
",3,JBL T205BT,1799.0,JBL,T205BT
"Ok okay
","Ok, but am not very much impressed.
",3,JBL T205BT,1799.0,JBL,T205BT
"The sound is just junking
","Worst noise cancellation
",2,JBL T205BT,1799.0,JBL,T205BT
"Uncomfortable metal earbuds
","Sound is good but the most irritating part is the metal ead buds they make you uncomfortable...other wise product is very good
",5,JBL T205BT,1799.0,JBL,T205BT
"Very Poor quality product. In  few months itself the control buttons gave up.
","Poor quality. It has not been few months and itâ??s buttons are not functioning. Dint expect this from JBL. Very disappointed with the product.
",1,JBL T205BT,1799.0,JBL,T205BT
"Nice product
","After one month usage am writing review, good to go ahead.
",4,JBL T205BT,1799.0,JBL,T205BT
"excelent
","excelent product,amazon gave delivery one day before only..cable length is bit more,another main draw back of the JBL product,dont have secured fixing in neck if its not in use..?!
",5,JBL T205BT,1799.0,JBL,T205BT
"Deep base
","Powerful.. deep base
",5,JBL T205BT,1799.0,JBL,T205BT
"it started giving me ear ace
","Headphones are excellent and sound quality is also good, but the only problem is that it is not very comfortable in ears. You cant use it continuously for more than 2hrs otherwise your ear will start paining.I did compare it to iPhone's headphone, and the difference and the reason for pain in ears was that the buds of JBL  headphones are bigger than that of iPhone's. And that's why not at all comfortable in ears.Now my ears are paining like hell and I had to see an ENT doctor.
",3,JBL T205BT,1799.0,JBL,T205BT
"waste of money
","totally uncomfortable, poor sound quality, always fall from ears,
",1,JBL T205BT,1799.0,JBL,T205BT
"Too short battery life
","Average
",3,JBL T205BT,1799.0,JBL,T205BT
"Worst product don't buy : worst quality
","Worst product.don't buy. Received defected piece. Product stopped working in 10days.
",1,JBL T205BT,1799.0,JBL,T205BT
"Not at all comfortable to wear
","Not at all comfortable to wear. Hence sound quality doesn't matter.
",2,JBL T205BT,1799.0,JBL,T205BT
"Not impressed by the JBL Bluetooth headphone
","Fitting is really bad..easily falls down
",3,JBL T205BT,1799.0,JBL,T205BT
"This is good stuff man.
","This is good stuff man.
",5,JBL T205BT,1799.0,JBL,T205BT
"Good one
","Battery backup slightly got decreased
",4,JBL T205BT,1799.0,JBL,T205BT
"Satisfied
","Very good product. Voice quality is super. While exercise it slips out of ear sometimes rest itâ??s a great guy.
",4,JBL T205BT,1799.0,JBL,T205BT
"The price not worth it
","Priced HighlyIt should cost max 1200 to 1500
",2,JBL T205BT,1799.0,JBL,T205BT
"Does not fit properly. Falls off all the time. Waste of money..
","Worst
",1,JBL T205BT,1799.0,JBL,T205BT
"Good sound but a bit discomfortable
","I liked the sound they produce but the design is not comfortable in long use.
",4,JBL T205BT,1799.0,JBL,T205BT
"Good
","Nice product
",5,JBL T205BT,1799.0,JBL,T205BT
"Exchange please
","Please exchange my jbl Bluetooth earphones one speaker not connecting
",5,JBL T205BT,1799.0,JBL,T205BT
"Good quality
","Good quality
",5,JBL T205BT,1799.0,JBL,T205BT
"Bass not up to the mark.
","JBL Headphone is no doubt an excellent headphone but the bass as expected is not like that I use Sennheiser the bass is incredible.
",1,JBL T205BT,1799.0,JBL,T205BT
"Great Product
","Noise Cancellation is not good but overall feel and the battery life is best. I feel its a value for money product
",5,JBL T205BT,1799.0,JBL,T205BT
"Not good for ear
","Ear buds should be improve irritating ear
",3,JBL T205BT,1799.0,JBL,T205BT
"Good budget Bluetooth earphone
","02143121
",4,JBL T205BT,1799.0,JBL,T205BT
"JBL T250 Bluetooth earphones
","Never like music more. Works so good and gives you nice mood to listen to all types of music and it can deliver any Basss..
",5,JBL T205BT,1799.0,JBL,T205BT
"Sound is not gud
","Pls dont buy
",1,JBL T205BT,1799.0,JBL,T205BT
"Pathetic
","Had high expectations from JBL but this product is really cheap in quality. The sound is so bad that you can't hear anything while commuting in train. Also Bluetooth is very glitchy so keeps hanging the phone. Not worth this price at all. Disappointed.
",1,JBL T205BT,1799.0,JBL,T205BT
"value for money
","Best earphones that I ever used in terms of sound quality.. Battery backup is 5hr on full volume.
",5,JBL T205BT,1799.0,JBL,T205BT
"Worth for moneu
","Comfortable and great sound quality
",5,JBL T205BT,1799.0,JBL,T205BT
"Good product.
","Good product
",1,JBL T205BT,1799.0,JBL,T205BT
"Super
","Very good to use and battery life
",5,JBL T205BT,1799.0,JBL,T205BT
"Sound is in high quality, and after this battery is manageable and it around 7hrs at 60%volume
","This is nice one in all respect, and I would recommend it.
",4,JBL T205BT,1799.0,JBL,T205BT
"Good Product
","JBL just Awesome
",4,JBL T205BT,1799.0,JBL,T205BT
"Fake
","Sound was not good.. u can heard surrounded voice also while using this
",1,JBL T205BT,1799.0,JBL,T205BT
"Too basic Good for music not for calling
","Accepted more from JBL.not satisfied.Good to listing music. sound quality awsome for music.but not satisfied with calling. to basic product not effective . No noise calling.you not able to call on road or traffic even while you drive bike at speed of 30km with the helmet.my main purpose to take a call when I busy with other activities.totally disappointed for calling and battery performance. I need to charge two times a day.
",1,JBL T205BT,1799.0,JBL,T205BT
"Good product
","Worth every penny. Sound is good.
",5,JBL T205BT,1799.0,JBL,T205BT
"Battery life
","Battery life is too poor.
",1,JBL T205BT,1799.0,JBL,T205BT
"Good
","Ilike
",5,JBL T205BT,1799.0,JBL,T205BT
"Bad experience
","Witching a month product stopped working. Bad experience.
",1,JBL T205BT,1799.0,JBL,T205BT
"Good
","Good sound, battery, and quality
",5,JBL T205BT,1799.0,JBL,T205BT
"Okok sound
","Its not great as jbl speakers sound is
",3,JBL T205BT,1799.0,JBL,T205BT
"Nice Product
","I'm using this product from last 2 months,Best think is Good Battery Life and quick charging.I'm getting 6 hours stand by battery and within 1 hour it's will get fully charged. Sound quality is average,but not bad. Overall happy with the product
",4,JBL T205BT,1799.0,JBL,T205BT
"Good Bass & Battery, doesnâ??t fit properly Pain in ear after 15-20 mins
","But you canâ??t wear it while jogging and any other exercise it keeps falling, you canâ??t use it not more than an hour your ears start paining because of itâ??s metallic earplugs design.itâ??s ergonomic like Apple EarPods but couldnâ??t fit well.Rest the sound quality is very good, bass is perfect, battery is good. Lost 3 star just because of pain in ear
",2,JBL T205BT,1799.0,JBL,T205BT
"Impov Battery
","Nice Sound but battery backup is very low
",5,JBL T205BT,1799.0,JBL,T205BT
"Material no good
","Material not good
",1,JBL T205BT,1799.0,JBL,T205BT
"Ok
","It's ok poor package s i amazon iam using jus 15days is demiage no recomand this product buyr sOk
",1,JBL T205BT,1799.0,JBL,T205BT
"Fair enough
","Its fine not very good.
",3,JBL T205BT,1799.0,JBL,T205BT
"Overall balanced sound
","Overall balanced sound
",5,JBL T205BT,1799.0,JBL,T205BT
"great experienc under budget
","Under price and JBL is one of the great company.Awsome clearity but not look like premium.JBL team do more work one look.
",4,JBL T205BT,1799.0,JBL,T205BT
"Not good
","Not good..
",1,JBL T205BT,1799.0,JBL,T205BT
"Better sound quality then other more expensive products
","Its great product the only downside is it doesn't have any kind of noise cancellation & isolation you can enjoy the JBL sound signature only in quite environment
",5,JBL T205BT,1799.0,JBL,T205BT
"Charging
","Charge too slow than expect
",5,JBL T205BT,1799.0,JBL,T205BT
"Budget friendly with budget sound
","While this is impressive in terms of money, sound and features lack in spades. If you are particular about sound then this is not a good pair of pods but comfort and value wise it is fine. Given a choice, I would not recommend this
",3,JBL T205BT,1799.0,JBL,T205BT
"battery life should be more
","battery life should be more as well as next/privious buttons should be assigned seperately..pressing long is not smooth for song selection
",3,JBL T205BT,1799.0,JBL,T205BT
"Stopped Working
","It stopped working after 15 days.
",1,JBL T205BT,1799.0,JBL,T205BT
"MAJEED parannur.
","Cable is very long.led light full time is on. I not like.
",5,JBL T205BT,1799.0,JBL,T205BT
"Ear phone
","Good one
",4,JBL T205BT,1799.0,JBL,T205BT
"Nice sound and worth cost
","Good quality output..
",5,JBL T205BT,1799.0,JBL,T205BT
"Bad product quality and worse service
","The flap on earbud came off with less than a month of use and the customer service is terrible. No warranty honored.
",1,JBL T205BT,1799.0,JBL,T205BT
"Good product
","Sound quality is good
",4,JBL T205BT,1799.0,JBL,T205BT
"Ear buds needs to be soft
","Eat bud are too hard and keeps falling off the ear, but product look good and value for money
",3,JBL T205BT,1799.0,JBL,T205BT
"Good of everyone choice
","Standard of sound
",4,JBL T205BT,1799.0,JBL,T205BT
"Sound quality not upto the mark
","Bass effect very low. Spend some more bucks and buy better. Dont recommend
",2,JBL T205BT,1799.0,JBL,T205BT
"Broken
","Everything was good but product was damage
",2,JBL T205BT,1799.0,JBL,T205BT
"Not worth the price!
","I think JBL is just a brand name. To be honest this is good for nothing. Noise cancellation is zero, if I am on bike I dont even get which song is playing even on full volume. The bass is okay, not so appreciable as they market it the way it to be. I recently shifted from Sennheiser  brand and quite disappointed with this :-D
",2,JBL T205BT,1799.0,JBL,T205BT
"Best
","Best product
",5,JBL T205BT,1799.0,JBL,T205BT
"Very good product.
","Very good in good price.
",5,JBL T205BT,1799.0,JBL,T205BT
"Value for money
","I always prefer JBL.It performs well in mid-range,high-range,bass but there is some cons but we can't expect that much in this price. If we say the specs with this price I give 5 stars.
",4,JBL T205BT,1799.0,JBL,T205BT
"Average earphones.
","Now that I've been using the product for about a month I'll discuss the pros and cons of the earphones in a detailed way.Pros- sound quality is good. You can feel the kicks when it comes to hard hitting songs. Sound has clarity and bass and treble is well balanced.Cons- the earphones are not at all comfortable, they keep falling often and it really pains the ear for long working sessions. You cannot keep it in your ear for more than an hour or two. And regarding the sound, it gets distorted at high volume and also the bass gets lost. At mid-volume it's okay.And regarding the battery, it's really terrible. It's written that you can use it for six hours but I can hardly use it for four hours. The battery is really disturbing.The Bluetooth connectivity isn't bad but it gets distorted over a small range. Like if my phone is in the next room I can play the dock in the current room. But if your phone is in the next room you'll not be able to connect to these earphones from the current room.Overall I would say it's okay if you are just buying it for leisure but if you're buying it for jogging or other workout sessions then go for other earphones. These one's are not usable for working out. The buds will keep falling. Considering other reputed brands I'd say that these earphones are okay and not bad at this price range.
",3,JBL T205BT,1799.0,JBL,T205BT
"Very delicate to handle
","Buds cap very delicate
",2,JBL T205BT,1799.0,JBL,T205BT
"Not value for money
","Not good
",2,JBL T205BT,1799.0,JBL,T205BT
"Nice sound but lacks in other features
","Slips out if you are jogging....but appreciable battery life and connectivity. Overall a satisfactory product. Microphone works fine.
",4,JBL T205BT,1799.0,JBL,T205BT
"Sound, quality is good but design and user interface is not up to the mark.
","Quality of the product, sound quality, connectivity and battery is very good.But user interface, design requires a lot of change.Not very handy if you wanna use any of the functionality.It comes out of ear even with normal walking.
",3,JBL T205BT,1799.0,JBL,T205BT
"The best you could get in this range. (Specifically for those who don't like the insulated earbuds)
","I am writing this review after 1 month of rigorous usage.At first I was confused whether to buy this or not. But it is worth every penny guys. Don't think twice just go for it.The earbuds are the main soul of these earphones. There are people like me out there who don't like the insulated one earbuds. This is the perfect earphones for them.Sound Quality: 9/10Mic: 8/10Battery: 7/10 (Could have been better)Noise cancelation: 5/10 (Reason being the non-earbuds earphones)Build Quality: 7/10Overall rating: 8Worth every penny
",5,JBL T205BT,1799.0,JBL,T205BT
"Over all good package.
","Over all good. But not best.
",3,JBL T205BT,1799.0,JBL,T205BT
"No multidevice connectivity
","This connects to only one device at a time, whereas a lot of decent quality bt headsets in the market can stay connected to at least two devices at a time
",4,JBL T205BT,1799.0,JBL,T205BT
"Nice
","Had mine for 3 days. Working very well. Bass is amazing so overall a great product.
",5,JBL T205BT,1799.0,JBL,T205BT
"Best
","Best
",5,JBL T205BT,1799.0,JBL,T205BT
"Go for it.
","Jbl ..... Has a very reputed name in the music industry and ut proves it with its products.In love with these earphones really good quality hard built product.The Bluetooth connectivity is also very strong.worth every penny.
",4,JBL T205BT,1799.0,JBL,T205BT
"Good one
","Worth of buying
",5,JBL T205BT,1799.0,JBL,T205BT
"Perfect replacement for ear pods
","Perfect replacement for apple ear pods. If you are using iPhone 7 and  and caring converter for 3.5 mm. Then this is the one you need to buy.
",5,JBL T205BT,1799.0,JBL,T205BT
"Damage product received
","Headphones ok but when microphone on headphones voice comes to low when microphone off then it has more voice from headphones . Dont know issue
",1,JBL T205BT,1799.0,JBL,T205BT
"Sounds Great
","I spent a lot of time researching for a pair of headphones/ earphones. Was quite unsure of what I should buy. Sometimes reading too many reviews causes paralysis by analysis.Have used JBL as speakers, so thought how bad can these be?They are not bad. Not bad at all.Great sound, comfortable on the ears.Go buy them.
",5,JBL T205BT,1799.0,JBL,T205BT
"Kindly activate the warranty asap
","The product is good and working absolutely fine without any issues til now.
",5,JBL T205BT,1799.0,JBL,T205BT
"VERY GOOD
","Way better then smasung level u. No fear of breakage.. or finding that tiny ear buds.. very comfortable. Amazing sound.. go for it.
",5,JBL T205BT,1799.0,JBL,T205BT
"Best quality
","Fine
",5,JBL T205BT,1799.0,JBL,T205BT
"JBL BLUE THOOT HEADPHONE
","Excellent product while traveling
",5,JBL T205BT,1799.0,JBL,T205BT
"Don't waste your money
","Not worthy,don't buy it
",2,JBL T205BT,1799.0,JBL,T205BT
"Good BT Earphones
","Good Sound quality for the price you are paying.. Good Battery.. Your ears don't  hurt even after hours of listen to music.. They are worth it..
",4,JBL T205BT,1799.0,JBL,T205BT
"Not working
","Not working in incoming calls.
",1,JBL T205BT,1799.0,JBL,T205BT
"Dont buy.
","Waste
",1,JBL T205BT,1799.0,JBL,T205BT
"Poor Durablity
","Not satisfied with qualityItâ??s not durable
",4,JBL T205BT,1799.0,JBL,T205BT
"Bass not good and not comfortable for ear
","Bass not good
",2,JBL T205BT,1799.0,JBL,T205BT
"return my money
","Sound quality is not good... please return my money
",1,JBL T205BT,1799.0,JBL,T205BT
"Not a good deal
","Not for music loversEspecially those who need more bass
",1,JBL T205BT,1799.0,JBL,T205BT
"Dont expect high base ......
","Dont expect high bass, and loud sound , its like average sound quality.....**NOT SATISFIED AS PER THE PRICE range ( they just made the price higher as due to JBL brand)
",3,JBL T205BT,1799.0,JBL,T205BT
"Good Product Would Recommend
","This a genuine buyer verified review. JBL ainâ??t paid me anything to write this guys trust me:)So about the review will tel u sweet and simple.Rating from 51) Sound Quality: 4.5 Excellent Sound as pure JBL signature and BASS is good considering not a â??In-Earâ? type setup. If u want good Sound with bass and not a in ear type go for this it wnt disappoint you.2) Useability: 5 out of 5 I bought it because in-ear was causing pain while wearing helmet but these are like Apple earphone finish hence very easy to wear on helmet also.3) Controls: 3 out of five as Track Forward and backward are missing4) Batteryâ??s life: 3 out of 5. Dnt go with 6 hours gimmick it will last Max 5hours mine gives average 4.5 hours in single charge.5) Looks: 4 out of 5 Looks Great while wearing the only issue is the Blue Pairing light is Always ON which may annoy some people. But I think it looks cool. Specially on the white colour one.6) Noise Isolation: 2 out of 5 As these are Apple like shape u canâ??t expect Noise Isolation itâ??s good when u are listing alone but in High Public and while driving bike surely u will have to put volume to MAX to isolate noise around u.Overall Happy with the product in this price range if u are looking for earphones without in-ear design and comfort as well Good bass and build quality then u should must go for these without any doubt.
",4,JBL T205BT,1799.0,JBL,T205BT
"Powerfull Bass,good Sound,but No noice cancellation
","Very good soung quality with powerfull bass delivery,but you have to compromise with the noise coming from outside which is not cancelled by earphone.
",5,JBL T205BT,1799.0,JBL,T205BT
"Overall brand is brand,love you jbl.
","Jbl tune205 bt is a premium class earphone at such a good price of just 1799 rupees.the bass is decent,build quality is awesome and it accompanies crystal clear sound.but the noise cancellation is not upto the mark,because of the design of apple earbuds.battery backup is nearly 5 to 5:30 hrs at 90%volume
",5,JBL T205BT,1799.0,JBL,T205BT
"Pure Bass has amazing Bass!
","The earphones has good bass and treble. Perfect for music lovers. Light weight. Compact. But, a bit shorter battery life than mentioned(around 4 to 5 hrs of continuous use).Overall, really good for the price. A Must-Buy.
",5,JBL T205BT,1799.0,JBL,T205BT
"Very bad
","Bass very purely
",2,JBL T205BT,1799.0,JBL,T205BT
"Joyous JBL
","Amazing Sound Quality ....
",5,JBL T205BT,1799.0,JBL,T205BT
"Nice
","Unable to hear call alert ringtones. Set ringtones not working with ths Bluetooth headset in my Moto and Mi mobiles.
",4,JBL T205BT,1799.0,JBL,T205BT
"Product is Good
","Headphone is excellent, sound quality is good and headphones are light in weight. only limitation is in cable. cable provided is too short. to put around neck.
",4,JBL T205BT,1799.0,JBL,T205BT
"Hard to fit in ears
","Hard to fit in my ears
",3,JBL T205BT,1799.0,JBL,T205BT
"NO BASE
","Donâ??t buy if you are base lover
",3,JBL T205BT,1799.0,JBL,T205BT
"Awesome product
","Superb nice quality
",5,JBL T205BT,1799.0,JBL,T205BT
"Not as discribed
","Waste
",5,JBL T205BT,1799.0,JBL,T205BT
"Don't buy
","Sound is well but noise cancelling is not good
",1,JBL T205BT,1799.0,JBL,T205BT
"Mic is not working
","Mic is stop working after few days..useless earphones..No service center ...waste of money ..
",1,JBL T205BT,1799.0,JBL,T205BT
"Good one
","Sound quality is not the best but it is good. No noise cancellation
",4,JBL T205BT,1799.0,JBL,T205BT
"Connection problem
","This product call connecting problem....not recommended this product
",2,JBL T205BT,1799.0,JBL,T205BT
"Who dont like in ear headphones just go for this product
","Nice product but the main cable is little short that it wont completely loop up your neck
",5,JBL T205BT,1799.0,JBL,T205BT
"Avrage earphone
","Bass not soo good and volume laudness its avrage...not sooo good in traffic..and accroding the quality of earphone..price too much high
",3,JBL T205BT,1799.0,JBL,T205BT
"Good quality product
","Happy with the purchase
",5,JBL T205BT,1799.0,JBL,T205BT
"Mic problem
","Mic problem
",5,JBL T205BT,1799.0,JBL,T205BT
"Great sound quality, good battery life, not very comfortable!
","Very Good sound quality as expected from JBL. Comfort in alright for 2 hours at a stretch and after that your ears would start hurting due to the metal ear plugs so consider that before purchasing. Battery life is good with 4-6 hours of playing music and taking calls.
",4,JBL T205BT,1799.0,JBL,T205BT
"Battery very poor after using for 1 month.
","After using for 1 month the battery I don't know was wrong about a battery giving so many hours to charge sucking 30% kinder company keep this product warranty no warranty!
",3,JBL T205BT,1799.0,JBL,T205BT
"Love em
","So good
",5,JBL T205BT,1799.0,JBL,T205BT
"Sound quality is great but it may not be that durable.
","Before I write my review, Iâ??d like to make clear that I DIDNâ??T purchase the item from the Amazon store. Regardless, I wish to write the review as I did come across one problem and would like others to consider it.Iâ??ve had the earphones for almost about a month. I use it on a daily basis. And after first few weeks I noticed the ear-thing coming out. And I didnâ??t give much attention then but now itâ??s fully out and itâ??s bothersome.
",3,JBL T205BT,1799.0,JBL,T205BT
"NEED HELP
","Within 20 days it has stopped working and I have my return window closed with Amazon. Don't know what to do with this now after paying a bomb of a price!!!
",1,JBL T205BT,1799.0,JBL,T205BT
"Not worth it
","Does not fit in ear
",1,JBL T205BT,1799.0,JBL,T205BT
"Good
","I like it
",5,JBL T205BT,1799.0,JBL,T205BT
"Perfect
","Nice
",5,JBL T205BT,1799.0,JBL,T205BT
"Headphone
","Dislike
",5,JBL T205BT,1799.0,JBL,T205BT
"Dont buy. Waste of money. Low quality product
","Worst headphones ever. Sound quality is below average.. Also the rubber material on the headphones came off within 4-5 days.. It also hurt your ears if you use it for long..
",1,JBL T205BT,1799.0,JBL,T205BT
"Connectivity breaks
","Connectivity breaks
",1,JBL T205BT,1799.0,JBL,T205BT
"Not usable on bike
","Not usable when you are on bike
",4,JBL T205BT,1799.0,JBL,T205BT
"Super
","Excellent
",5,JBL T205BT,1799.0,JBL,T205BT
"DON'T BUY!!
","Don't buy this! Not worth a single penny! Hardly six months and earphones are in a bad condition! The ear tips have come off, the wire has started tearing and many more! Above all the worst earphones for calling!
",1,JBL T205BT,1799.0,JBL,T205BT
"Donâ??t buy
","Stopped working after 2 months
",1,JBL T205BT,1799.0,JBL,T205BT
